REF_AREA,Total_age_0_4,Visible_Minority_Total,Visible_Minority,Unemployment_rate,Total_age_65_older,Total_LIM_18_64,Total_LIM_65_over,LIM_18_64,LIM_65_over,Language_Total,Language_NO_Eng_Fr,Total_age
2021S051248060912,15.0,400.0,125.0,28.6,50.0,275.0,50.0,50.0,5.0,375.0,0.0,375.0
2021S051248060913,25.0,380.0,175.0,17.5,55.0,315.0,55.0,30.0,10.0,440.0,15.0,440.0
2021S051248060914,45.0,455.0,225.0,38.2,40.0,365.0,40.0,85.0,10.0,500.0,5.0,555.0
2021S051248060915,10.0,320.0,165.0,17.9,40.0,230.0,40.0,35.0,10.0,325.0,15.0,340.0
2021S051248060916,30.0,435.0,195.0,25.0,65.0,325.0,65.0,45.0,20.0,485.0,15.0,495.0
2021S051248060917,35.0,560.0,255.0,13.2,90.0,385.0,90.0,80.0,15.0,560.0,10.0,560.0
2021S051248060918,5.0,115.0,45.0,33.3,15.0,,,,,120.0,0.0,125.0
2021S051248060919,20.0,540.0,235.0,13.5,75.0,335.0,80.0,40.0,5.0,485.0,10.0,485.0
2021S051248060920,25.0,435.0,160.0,17.9,35.0,315.0,35.0,50.0,15.0,465.0,15.0,465.0
2021S051248060921,15.0,350.0,125.0,17.0,65.0,300.0,60.0,35.0,10.0,410.0,10.0,410.0
2021S051248060922,50.0,900.0,340.0,17.8,60.0,690.0,60.0,90.0,15.0,865.0,20.0,870.0
2021S051248060923,15.0,515.0,175.0,19.1,75.0,360.0,70.0,75.0,25.0,520.0,5.0,520.0
2021S051248060924,50.0,800.0,435.0,9.9,45.0,460.0,50.0,95.0,10.0,690.0,15.0,695.0
2021S051248060925,20.0,400.0,55.0,6.7,95.0,270.0,95.0,10.0,5.0,440.0,0.0,445.0
2021S051248060926,20.0,425.0,50.0,9.4,75.0,285.0,75.0,15.0,10.0,425.0,10.0,420.0
2021S051248060927,15.0,345.0,55.0,11.4,70.0,205.0,70.0,20.0,5.0,325.0,0.0,325.0
2021S051248060928,60.0,845.0,385.0,9.9,105.0,590.0,105.0,55.0,15.0,900.0,15.0,900.0
2021S051248060929,15.0,545.0,105.0,13.4,95.0,400.0,95.0,30.0,10.0,575.0,5.0,575.0
2021S051248060930,45.0,440.0,170.0,13.0,65.0,295.0,65.0,40.0,10.0,440.0,5.0,440.0
2021S051248060931,20.0,475.0,65.0,19.2,100.0,285.0,100.0,15.0,10.0,460.0,0.0,455.0
2021S051248060932,25.0,335.0,70.0,17.9,50.0,260.0,50.0,30.0,5.0,370.0,5.0,375.0
2021S051248060933,15.0,470.0,125.0,27.8,65.0,320.0,65.0,40.0,5.0,445.0,5.0,445.0
2021S051248060934,70.0,845.0,380.0,17.3,145.0,515.0,145.0,85.0,55.0,855.0,15.0,860.0
2021S051248060935,25.0,445.0,300.0,22.7,45.0,225.0,50.0,30.0,5.0,405.0,20.0,405.0
2021S051248060936,70.0,640.0,420.0,16.1,25.0,405.0,25.0,55.0,10.0,655.0,15.0,655.0
2021S051248060937,20.0,370.0,65.0,12.2,95.0,235.0,95.0,15.0,10.0,395.0,0.0,395.0
2021S051248060938,10.0,260.0,100.0,13.8,45.0,180.0,45.0,20.0,5.0,280.0,10.0,275.0
2021S051248060943,20.0,435.0,305.0,24.3,45.0,305.0,45.0,20.0,5.0,430.0,25.0,435.0
2021S051248060944,40.0,455.0,420.0,18.4,85.0,310.0,85.0,30.0,10.0,510.0,30.0,525.0
2021S051248060945,15.0,295.0,210.0,0.0,45.0,185.0,45.0,15.0,0.0,295.0,15.0,295.0
2021S051248060946,20.0,470.0,390.0,7.7,95.0,265.0,95.0,20.0,10.0,455.0,15.0,455.0
2021S051248060947,60.0,1120.0,820.0,17.8,160.0,640.0,160.0,45.0,15.0,1060.0,45.0,1065.0
2021S051248060948,15.0,515.0,490.0,20.7,80.0,315.0,80.0,15.0,0.0,480.0,35.0,485.0
2021S051248060949,25.0,355.0,260.0,24.4,25.0,305.0,30.0,40.0,5.0,435.0,20.0,440.0
2021S051248060950,40.0,575.0,390.0,15.2,65.0,385.0,65.0,40.0,5.0,590.0,40.0,590.0
2021S051248060952,25.0,460.0,295.0,19.1,40.0,275.0,40.0,15.0,5.0,430.0,15.0,430.0
2021S051248060953,60.0,945.0,600.0,16.3,140.0,590.0,135.0,50.0,15.0,925.0,65.0,930.0
2021S051248060954,45.0,810.0,560.0,14.3,125.0,435.0,125.0,45.0,5.0,750.0,40.0,745.0
2021S051248060956,40.0,700.0,485.0,18.6,100.0,435.0,100.0,45.0,5.0,700.0,30.0,705.0
2021S051248060957,35.0,555.0,445.0,15.0,120.0,405.0,120.0,30.0,10.0,655.0,40.0,650.0
2021S051248060958,35.0,640.0,435.0,11.5,105.0,360.0,105.0,40.0,10.0,600.0,35.0,600.0
2021S051248060959,30.0,420.0,285.0,11.1,85.0,265.0,80.0,35.0,5.0,460.0,20.0,460.0
2021S051248060960,30.0,535.0,320.0,13.3,75.0,355.0,75.0,35.0,10.0,595.0,25.0,590.0
2021S051248060961,45.0,770.0,475.0,13.2,100.0,475.0,100.0,40.0,10.0,770.0,40.0,770.0
2021S051248060962,45.0,625.0,395.0,10.6,105.0,405.0,105.0,30.0,10.0,660.0,25.0,660.0
2021S051248060963,30.0,460.0,265.0,5.0,70.0,305.0,70.0,25.0,5.0,475.0,10.0,475.0
2021S051248060965,15.0,345.0,200.0,17.2,60.0,200.0,60.0,15.0,0.0,335.0,15.0,335.0
2021S051248060966,25.0,490.0,275.0,13.2,60.0,290.0,60.0,20.0,10.0,450.0,15.0,450.0
2021S051248060967,30.0,660.0,500.0,18.9,75.0,315.0,75.0,45.0,5.0,520.0,30.0,515.0
2021S051248060968,25.0,425.0,265.0,14.3,105.0,340.0,105.0,40.0,15.0,555.0,30.0,555.0
2021S051248060969,35.0,460.0,355.0,16.7,85.0,275.0,85.0,10.0,10.0,465.0,20.0,470.0
2021S051248060970,45.0,545.0,365.0,22.2,55.0,340.0,60.0,25.0,5.0,545.0,25.0,550.0
2021S051248060971,20.0,500.0,370.0,20.0,85.0,270.0,85.0,20.0,10.0,445.0,20.0,445.0
2021S051248060972,15.0,195.0,165.0,0.0,40.0,,,,,240.0,25.0,245.0
2021S051248060973,20.0,605.0,500.0,19.1,95.0,295.0,95.0,25.0,10.0,505.0,20.0,505.0
2021S051248060974,20.0,360.0,250.0,11.6,50.0,275.0,50.0,15.0,5.0,400.0,20.0,395.0
2021S051248060975,35.0,630.0,485.0,14.5,90.0,405.0,95.0,35.0,15.0,655.0,30.0,650.0
2021S051248060976,20.0,360.0,285.0,15.6,45.0,195.0,45.0,15.0,5.0,295.0,15.0,305.0
2021S051248060977,10.0,395.0,245.0,26.8,65.0,265.0,65.0,10.0,0.0,410.0,15.0,415.0
2021S051248060978,50.0,910.0,625.0,13.5,120.0,475.0,120.0,40.0,5.0,770.0,40.0,780.0
2021S051248060979,20.0,645.0,420.0,8.7,100.0,400.0,105.0,40.0,20.0,615.0,35.0,610.0
2021S051248060980,20.0,310.0,200.0,6.1,50.0,215.0,50.0,15.0,5.0,330.0,25.0,330.0
2021S051248060981,10.0,335.0,135.0,11.4,45.0,225.0,45.0,35.0,5.0,310.0,15.0,310.0
2021S051248060982,145.0,940.0,820.0,18.4,65.0,565.0,65.0,85.0,15.0,900.0,45.0,905.0
2021S051248060983,40.0,610.0,445.0,17.1,50.0,440.0,50.0,40.0,0.0,625.0,30.0,630.0
2021S051248060984,65.0,825.0,460.0,19.8,105.0,610.0,100.0,55.0,15.0,900.0,45.0,900.0
2021S051248060985,50.0,730.0,330.0,17.4,85.0,505.0,85.0,55.0,10.0,755.0,30.0,760.0
2021S051248060986,20.0,535.0,255.0,18.6,35.0,280.0,40.0,35.0,5.0,425.0,10.0,420.0
2021S051248060987,15.0,230.0,110.0,7.1,140.0,230.0,30.0,35.0,5.0,330.0,10.0,460.0
2021S051248060988,25.0,580.0,355.0,18.6,115.0,315.0,115.0,15.0,15.0,540.0,25.0,540.0
2021S051248060989,15.0,485.0,160.0,10.7,85.0,275.0,85.0,25.0,10.0,445.0,15.0,440.0
2021S051248060990,30.0,565.0,340.0,18.5,85.0,310.0,85.0,25.0,15.0,495.0,15.0,495.0
2021S051248060991,5.0,255.0,100.0,14.3,40.0,170.0,45.0,20.0,5.0,270.0,20.0,270.0
2021S051248060992,55.0,605.0,390.0,26.3,65.0,405.0,65.0,45.0,10.0,595.0,25.0,590.0
2021S051248060993,15.0,325.0,120.0,29.7,40.0,195.0,40.0,30.0,10.0,310.0,15.0,310.0
2021S051248060994,30.0,675.0,415.0,19.1,115.0,405.0,115.0,35.0,15.0,660.0,30.0,660.0
2021S051248060995,20.0,360.0,160.0,17.9,60.0,240.0,60.0,20.0,0.0,405.0,15.0,405.0
2021S051248060996,30.0,480.0,270.0,22.2,55.0,295.0,55.0,45.0,10.0,450.0,20.0,455.0
2021S051248060997,25.0,540.0,255.0,22.9,85.0,315.0,75.0,45.0,15.0,545.0,45.0,550.0
2021S051248060998,35.0,700.0,290.0,16.9,75.0,430.0,75.0,65.0,5.0,630.0,30.0,635.0
2021S051248060999,30.0,475.0,220.0,28.3,65.0,370.0,65.0,55.0,10.0,565.0,20.0,565.0
2021S051248061000,60.0,1405.0,375.0,18.7,250.0,940.0,250.0,145.0,45.0,1350.0,15.0,1345.0
2021S051248061001,5.0,340.0,30.0,20.0,95.0,180.0,100.0,15.0,10.0,310.0,0.0,305.0
2021S051248061005,50.0,465.0,250.0,14.0,35.0,280.0,35.0,30.0,10.0,490.0,10.0,490.0
2021S051248061006,55.0,865.0,455.0,12.6,120.0,630.0,120.0,50.0,10.0,915.0,35.0,920.0
2021S051248061007,30.0,325.0,200.0,17.2,50.0,190.0,50.0,25.0,5.0,315.0,15.0,320.0
2021S051248061008,10.0,195.0,90.0,13.6,40.0,,,,,230.0,10.0,225.0
2021S051248061009,25.0,490.0,260.0,15.6,80.0,320.0,80.0,20.0,15.0,510.0,20.0,510.0
2021S051248061010,10.0,365.0,240.0,19.4,50.0,240.0,50.0,20.0,0.0,355.0,20.0,355.0
2021S051248061011,30.0,500.0,255.0,33.3,80.0,300.0,80.0,20.0,5.0,490.0,20.0,490.0
2021S051248061012,20.0,390.0,180.0,20.5,40.0,245.0,40.0,20.0,10.0,380.0,0.0,385.0
2021S051248061013,60.0,875.0,495.0,18.1,85.0,560.0,85.0,50.0,10.0,870.0,25.0,870.0
2021S051248061014,25.0,555.0,340.0,15.3,55.0,275.0,55.0,20.0,0.0,440.0,15.0,445.0
2021S051248061015,15.0,425.0,270.0,12.8,70.0,295.0,70.0,25.0,10.0,470.0,15.0,470.0
2021S051248061016,30.0,435.0,245.0,23.7,85.0,250.0,85.0,30.0,10.0,460.0,15.0,465.0
2021S051248061017,10.0,195.0,30.0,9.5,25.0,170.0,25.0,10.0,5.0,255.0,5.0,255.0
2021S051248061018,25.0,505.0,285.0,8.2,95.0,335.0,95.0,30.0,10.0,525.0,20.0,525.0
2021S051248061019,20.0,540.0,240.0,17.0,90.0,280.0,90.0,20.0,10.0,455.0,15.0,455.0
2021S051248061020,30.0,605.0,230.0,22.8,100.0,355.0,100.0,40.0,5.0,575.0,20.0,580.0
2021S051248061021,30.0,450.0,255.0,11.5,85.0,275.0,85.0,35.0,0.0,455.0,15.0,450.0
2021S051248061022,45.0,640.0,325.0,15.6,90.0,355.0,90.0,30.0,5.0,595.0,10.0,595.0
2021S051248061023,50.0,545.0,250.0,13.0,115.0,370.0,115.0,40.0,10.0,620.0,25.0,625.0
2021S051248061024,15.0,375.0,230.0,35.9,95.0,265.0,95.0,20.0,5.0,440.0,20.0,435.0
2021S051248061025,25.0,435.0,265.0,14.3,90.0,325.0,90.0,40.0,10.0,520.0,10.0,525.0
2021S051248061026,25.0,535.0,310.0,11.4,110.0,290.0,110.0,15.0,10.0,515.0,15.0,515.0
2021S051248061027,25.0,400.0,210.0,11.8,65.0,270.0,65.0,15.0,5.0,410.0,45.0,410.0
2021S051248061028,20.0,435.0,355.0,14.3,80.0,270.0,85.0,40.0,15.0,435.0,40.0,440.0
2021S051248061029,10.0,320.0,155.0,24.1,80.0,225.0,80.0,15.0,10.0,350.0,10.0,350.0
2021S051248061030,20.0,320.0,260.0,14.3,30.0,200.0,30.0,30.0,15.0,315.0,15.0,320.0
2021S051248061031,50.0,550.0,320.0,10.4,75.0,355.0,80.0,50.0,5.0,590.0,10.0,595.0
2021S051248061032,25.0,605.0,380.0,22.4,115.0,310.0,115.0,20.0,10.0,530.0,35.0,530.0
2021S051248061033,40.0,660.0,380.0,13.8,115.0,400.0,110.0,35.0,10.0,640.0,40.0,645.0
2021S051248061034,25.0,420.0,200.0,14.9,75.0,280.0,75.0,35.0,0.0,470.0,15.0,465.0
2021S051248061035,30.0,480.0,290.0,15.1,100.0,325.0,100.0,45.0,20.0,535.0,15.0,535.0
2021S051248061036,35.0,620.0,290.0,15.0,115.0,375.0,115.0,35.0,10.0,610.0,10.0,605.0
2021S051248061038,25.0,630.0,440.0,21.5,110.0,390.0,110.0,30.0,15.0,630.0,30.0,630.0
2021S051248061039,65.0,825.0,570.0,25.3,80.0,560.0,80.0,110.0,20.0,835.0,50.0,830.0
2021S051248061040,50.0,660.0,395.0,9.1,105.0,375.0,105.0,25.0,5.0,635.0,25.0,640.0
2021S051248061041,80.0,725.0,505.0,23.5,55.0,450.0,55.0,110.0,5.0,795.0,20.0,795.0
2021S051248061042,30.0,515.0,295.0,10.5,45.0,295.0,45.0,30.0,5.0,445.0,15.0,445.0
2021S051248061043,40.0,390.0,205.0,25.8,50.0,320.0,50.0,70.0,0.0,520.0,15.0,520.0
2021S051248061044,20.0,315.0,195.0,11.8,45.0,225.0,45.0,15.0,10.0,350.0,10.0,350.0
2021S051248061045,15.0,280.0,130.0,0.0,65.0,150.0,65.0,15.0,5.0,265.0,5.0,265.0
2021S051248061046,30.0,305.0,100.0,20.0,80.0,205.0,80.0,20.0,0.0,365.0,5.0,360.0
2021S051248061047,25.0,405.0,175.0,14.3,60.0,225.0,60.0,20.0,5.0,370.0,10.0,375.0
2021S051248061048,25.0,250.0,115.0,7.7,40.0,160.0,40.0,15.0,5.0,265.0,10.0,270.0
2021S051248061049,10.0,400.0,340.0,21.6,80.0,215.0,80.0,15.0,5.0,375.0,35.0,375.0
2021S051248061050,70.0,1010.0,635.0,15.6,250.0,545.0,250.0,55.0,65.0,1015.0,30.0,1015.0
2021S051248061051,20.0,425.0,195.0,20.0,65.0,270.0,65.0,20.0,5.0,440.0,10.0,440.0
2021S051248061052,15.0,380.0,135.0,18.2,50.0,240.0,50.0,30.0,5.0,355.0,15.0,360.0
2021S051248061053,25.0,550.0,285.0,11.9,55.0,380.0,55.0,20.0,5.0,540.0,5.0,540.0
2021S051248061054,15.0,235.0,90.0,16.7,50.0,170.0,50.0,10.0,5.0,275.0,10.0,280.0
2021S051248061055,20.0,655.0,425.0,9.7,105.0,355.0,105.0,20.0,5.0,620.0,50.0,615.0
2021S051248061056,30.0,410.0,170.0,11.8,70.0,255.0,70.0,15.0,0.0,430.0,5.0,430.0
2021S051248061057,25.0,400.0,225.0,5.4,60.0,235.0,55.0,10.0,0.0,375.0,15.0,380.0
2021S051248061058,15.0,280.0,155.0,16.7,30.0,160.0,35.0,15.0,5.0,255.0,15.0,255.0
2021S051248061059,25.0,385.0,245.0,19.5,40.0,230.0,45.0,25.0,5.0,360.0,20.0,360.0
2021S051248061060,80.0,890.0,615.0,17.3,85.0,565.0,85.0,55.0,5.0,880.0,40.0,885.0
2021S051248061061,45.0,715.0,480.0,11.3,105.0,430.0,105.0,35.0,10.0,735.0,25.0,735.0
2021S051248061062,35.0,525.0,325.0,15.8,80.0,340.0,80.0,35.0,5.0,560.0,20.0,560.0
2021S051248061063,30.0,480.0,315.0,15.2,95.0,315.0,95.0,15.0,10.0,505.0,20.0,505.0
2021S051248061064,25.0,495.0,350.0,20.7,80.0,305.0,85.0,25.0,0.0,485.0,25.0,485.0
2021S051248061065,40.0,460.0,240.0,15.9,50.0,280.0,50.0,50.0,0.0,470.0,15.0,475.0
2021S051248061067,60.0,775.0,450.0,9.9,80.0,500.0,80.0,60.0,20.0,815.0,25.0,815.0
2021S051248061068,35.0,470.0,335.0,19.2,30.0,305.0,30.0,40.0,5.0,480.0,20.0,480.0
2021S051248061069,75.0,940.0,670.0,15.9,85.0,535.0,85.0,65.0,10.0,930.0,50.0,925.0
2021S051248061070,25.0,445.0,255.0,21.6,45.0,255.0,50.0,30.0,10.0,415.0,10.0,420.0
2021S051248061071,20.0,260.0,130.0,19.2,35.0,235.0,35.0,20.0,5.0,360.0,15.0,355.0
2021S051248061072,20.0,555.0,360.0,14.0,55.0,300.0,60.0,30.0,5.0,475.0,10.0,480.0
2021S051248061073,30.0,445.0,325.0,20.0,45.0,295.0,45.0,25.0,10.0,435.0,15.0,440.0
2021S051248061076,50.0,795.0,435.0,12.9,75.0,510.0,75.0,50.0,10.0,820.0,35.0,815.0
2021S051248061077,110.0,1185.0,900.0,19.1,95.0,760.0,100.0,120.0,10.0,1195.0,75.0,1190.0
2021S051248061078,25.0,410.0,275.0,9.3,20.0,250.0,20.0,15.0,0.0,360.0,20.0,360.0
2021S051248061079,20.0,390.0,270.0,10.5,20.0,195.0,20.0,20.0,0.0,295.0,45.0,290.0
2021S051248061080,65.0,785.0,605.0,15.4,70.0,565.0,70.0,25.0,10.0,880.0,25.0,875.0
2021S051248061081,55.0,855.0,525.0,6.8,120.0,540.0,120.0,65.0,20.0,855.0,35.0,860.0
2021S051248061082,10.0,235.0,155.0,10.0,10.0,165.0,10.0,15.0,5.0,265.0,15.0,270.0
2021S051248061083,55.0,880.0,700.0,20.2,65.0,510.0,65.0,70.0,5.0,765.0,35.0,765.0
2021S051248061084,35.0,345.0,190.0,16.3,45.0,320.0,45.0,15.0,0.0,485.0,25.0,485.0
2021S051248061085,20.0,595.0,490.0,15.9,85.0,315.0,85.0,20.0,5.0,490.0,45.0,490.0
2021S051248061086,25.0,590.0,325.0,25.5,65.0,310.0,65.0,35.0,5.0,500.0,20.0,500.0
2021S051248061091,40.0,535.0,365.0,19.6,65.0,365.0,65.0,20.0,10.0,540.0,25.0,545.0
2021S051248061092,20.0,290.0,215.0,21.4,25.0,180.0,25.0,15.0,0.0,270.0,15.0,270.0
2021S051248061093,25.0,465.0,335.0,14.8,45.0,285.0,45.0,25.0,5.0,435.0,20.0,435.0
2021S051248061094,30.0,545.0,335.0,35.7,55.0,365.0,55.0,35.0,0.0,580.0,30.0,580.0
2021S051248061095,45.0,785.0,605.0,9.4,85.0,515.0,85.0,35.0,5.0,790.0,40.0,785.0
2021S051248061096,40.0,785.0,565.0,21.5,70.0,475.0,70.0,50.0,10.0,730.0,55.0,735.0
2021S051248061097,55.0,700.0,550.0,12.8,45.0,410.0,45.0,25.0,5.0,625.0,40.0,625.0
2021S051248061098,20.0,375.0,310.0,23.1,35.0,210.0,35.0,25.0,10.0,335.0,30.0,335.0
2021S051248061099,40.0,555.0,395.0,17.2,35.0,435.0,35.0,30.0,5.0,630.0,35.0,630.0
2021S051248061100,25.0,360.0,230.0,5.6,40.0,235.0,40.0,25.0,0.0,355.0,15.0,350.0
2021S051248061106,40.0,565.0,440.0,10.6,50.0,370.0,55.0,20.0,10.0,560.0,25.0,555.0
2021S051248061108,40.0,705.0,595.0,19.7,50.0,400.0,50.0,35.0,5.0,605.0,35.0,605.0
2021S051248061115,15.0,430.0,220.0,9.1,80.0,260.0,80.0,10.0,0.0,420.0,25.0,425.0
2021S051248061116,15.0,315.0,185.0,17.6,45.0,210.0,45.0,25.0,0.0,325.0,20.0,335.0
2021S051248061117,25.0,615.0,495.0,16.1,70.0,335.0,70.0,40.0,10.0,525.0,20.0,525.0
2021S051248061118,10.0,240.0,125.0,13.0,25.0,,,,,215.0,0.0,215.0
2021S051248061119,30.0,460.0,320.0,20.8,75.0,360.0,70.0,35.0,5.0,565.0,20.0,565.0
2021S051248061120,40.0,750.0,395.0,7.1,100.0,445.0,100.0,30.0,5.0,720.0,30.0,725.0
2021S051248061121,30.0,465.0,235.0,19.6,120.0,335.0,120.0,20.0,5.0,580.0,20.0,580.0
2021S051248061122,20.0,450.0,300.0,25.0,80.0,220.0,85.0,15.0,15.0,375.0,15.0,380.0
2021S051248061123,20.0,465.0,320.0,8.9,60.0,255.0,65.0,20.0,5.0,430.0,15.0,425.0
2021S051248061124,50.0,700.0,330.0,21.9,90.0,435.0,95.0,65.0,10.0,715.0,25.0,710.0
2021S051248061125,20.0,655.0,495.0,11.7,155.0,370.0,155.0,25.0,15.0,635.0,35.0,635.0
2021S051248061128,50.0,1215.0,1020.0,14.6,225.0,720.0,225.0,60.0,45.0,1155.0,85.0,1155.0
2021S051248061131,35.0,955.0,755.0,13.3,190.0,565.0,190.0,30.0,5.0,915.0,90.0,910.0
2021S051248061132,55.0,1255.0,335.0,12.1,190.0,735.0,190.0,85.0,30.0,1145.0,5.0,1150.0
2021S051248061133,25.0,535.0,240.0,9.1,95.0,330.0,95.0,25.0,5.0,540.0,15.0,540.0
2021S051248061134,5.0,265.0,155.0,15.4,35.0,175.0,35.0,10.0,5.0,270.0,5.0,270.0
2021S051248061135,20.0,510.0,200.0,23.2,40.0,320.0,40.0,30.0,5.0,430.0,5.0,450.0
2021S051248061136,45.0,490.0,260.0,19.2,85.0,355.0,85.0,20.0,5.0,555.0,25.0,565.0
2021S051248061137,35.0,420.0,230.0,6.7,70.0,270.0,70.0,20.0,5.0,435.0,15.0,435.0
2021S051248061138,30.0,440.0,195.0,17.6,55.0,360.0,55.0,30.0,5.0,560.0,25.0,565.0
2021S051248061139,30.0,475.0,225.0,11.5,55.0,315.0,55.0,35.0,10.0,490.0,5.0,490.0
2021S051248061140,35.0,590.0,215.0,18.6,55.0,380.0,55.0,45.0,5.0,580.0,5.0,580.0
2021S051248061141,45.0,910.0,475.0,20.0,115.0,645.0,115.0,55.0,10.0,985.0,40.0,985.0
2021S051248061142,40.0,715.0,435.0,12.0,60.0,410.0,60.0,50.0,10.0,640.0,20.0,635.0
2021S051248061143,20.0,375.0,190.0,12.2,50.0,270.0,45.0,25.0,0.0,405.0,10.0,410.0
2021S051248061145,75.0,1005.0,615.0,17.5,100.0,560.0,90.0,100.0,20.0,955.0,15.0,965.0
2021S051248061146,55.0,745.0,390.0,19.1,60.0,445.0,55.0,35.0,0.0,735.0,35.0,740.0
2021S051248061150,30.0,330.0,95.0,14.7,25.0,220.0,25.0,20.0,0.0,335.0,0.0,335.0
2021S051248061153,20.0,555.0,205.0,21.3,80.0,365.0,80.0,25.0,0.0,520.0,10.0,515.0
2021S051248061154,10.0,375.0,85.0,7.7,70.0,255.0,70.0,20.0,10.0,375.0,5.0,375.0
2021S051248061155,15.0,420.0,95.0,9.5,85.0,230.0,85.0,10.0,5.0,370.0,0.0,375.0
2021S051248061156,20.0,430.0,225.0,23.7,35.0,220.0,35.0,25.0,0.0,350.0,15.0,355.0
2021S051248061157,20.0,490.0,135.0,21.8,55.0,320.0,55.0,25.0,10.0,450.0,10.0,455.0
2021S051248061159,15.0,360.0,95.0,21.1,60.0,295.0,60.0,45.0,5.0,415.0,10.0,410.0
2021S051248061160,15.0,365.0,120.0,15.6,50.0,290.0,50.0,40.0,10.0,415.0,15.0,415.0
2021S051248061161,20.0,445.0,170.0,21.1,65.0,295.0,65.0,60.0,10.0,430.0,15.0,425.0
2021S051248061162,25.0,430.0,160.0,16.3,55.0,285.0,55.0,50.0,15.0,415.0,5.0,415.0
2021S051248061163,20.0,430.0,135.0,22.5,60.0,295.0,60.0,75.0,15.0,450.0,25.0,445.0
2021S051248061164,25.0,480.0,225.0,21.3,65.0,335.0,65.0,65.0,15.0,470.0,15.0,475.0
2021S051248061165,25.0,500.0,195.0,16.3,50.0,320.0,50.0,60.0,10.0,470.0,10.0,470.0
2021S051248061166,95.0,1105.0,600.0,28.7,40.0,605.0,40.0,130.0,10.0,1025.0,45.0,1030.0
2021S051248061167,35.0,475.0,180.0,31.1,70.0,325.0,70.0,50.0,15.0,510.0,20.0,515.0
2021S051248061168,15.0,280.0,45.0,44.4,35.0,235.0,35.0,60.0,5.0,335.0,15.0,335.0
2021S051248061169,20.0,305.0,200.0,20.6,30.0,200.0,30.0,15.0,0.0,290.0,20.0,290.0
2021S051248061170,40.0,585.0,235.0,13.1,90.0,375.0,85.0,35.0,10.0,580.0,5.0,590.0
2021S051248061171,15.0,340.0,150.0,5.4,75.0,250.0,75.0,15.0,5.0,380.0,10.0,375.0
2021S051248061172,140.0,1375.0,1085.0,12.6,60.0,865.0,60.0,155.0,10.0,1380.0,75.0,1385.0
2021S051248061173,15.0,355.0,265.0,17.4,30.0,165.0,30.0,25.0,5.0,295.0,5.0,290.0
2021S051248061174,15.0,445.0,130.0,25.6,55.0,310.0,55.0,45.0,10.0,435.0,10.0,440.0
2021S051248061175,20.0,500.0,280.0,19.7,60.0,340.0,60.0,35.0,10.0,475.0,20.0,475.0
2021S051248061176,40.0,665.0,385.0,25.5,50.0,440.0,50.0,75.0,10.0,695.0,30.0,695.0
2021S051248061177,30.0,800.0,305.0,14.6,115.0,565.0,115.0,40.0,10.0,830.0,30.0,830.0
2021S051248061178,25.0,415.0,180.0,23.1,50.0,260.0,55.0,45.0,15.0,420.0,15.0,420.0
2021S051248061179,15.0,315.0,190.0,13.3,55.0,180.0,55.0,20.0,5.0,300.0,5.0,305.0
2021S051248061180,35.0,710.0,265.0,8.6,110.0,390.0,105.0,45.0,5.0,685.0,10.0,680.0
2021S051248061181,30.0,460.0,210.0,23.9,60.0,320.0,60.0,50.0,10.0,520.0,10.0,520.0
2021S051248061182,70.0,1435.0,585.0,15.4,240.0,890.0,235.0,90.0,30.0,1395.0,45.0,1395.0
2021S051248061183,25.0,480.0,130.0,16.7,75.0,310.0,70.0,25.0,10.0,475.0,5.0,475.0
2021S051248061184,15.0,310.0,25.0,19.5,55.0,215.0,55.0,15.0,5.0,325.0,5.0,320.0
2021S051248061185,10.0,310.0,85.0,17.1,70.0,215.0,70.0,5.0,15.0,330.0,5.0,330.0
2021S051248061186,25.0,820.0,100.0,12.9,180.0,565.0,175.0,45.0,15.0,840.0,5.0,835.0
2021S051248061187,15.0,300.0,60.0,18.4,40.0,235.0,40.0,35.0,5.0,325.0,10.0,330.0
2021S051248061188,25.0,875.0,240.0,12.3,210.0,470.0,210.0,45.0,25.0,775.0,25.0,775.0
2021S051248061189,25.0,555.0,155.0,16.4,60.0,360.0,60.0,50.0,10.0,510.0,5.0,510.0
2021S051248061190,35.0,530.0,110.0,13.2,65.0,365.0,50.0,65.0,5.0,655.0,5.0,655.0
2021S051248061191,70.0,1455.0,755.0,18.1,130.0,1045.0,130.0,70.0,20.0,1490.0,45.0,1490.0
2021S051248061192,30.0,670.0,325.0,18.4,65.0,490.0,65.0,30.0,5.0,705.0,25.0,710.0
2021S051248061193,25.0,570.0,320.0,18.1,50.0,425.0,50.0,20.0,0.0,595.0,20.0,590.0
2021S051248061201,25.0,605.0,135.0,16.2,70.0,450.0,70.0,20.0,0.0,625.0,15.0,630.0
2021S051248061202,5.0,160.0,40.0,11.8,20.0,,,,,150.0,0.0,155.0
2021S051248061203,60.0,895.0,250.0,7.6,150.0,640.0,155.0,30.0,10.0,965.0,20.0,960.0
2021S051248061204,20.0,445.0,70.0,8.8,50.0,275.0,50.0,35.0,5.0,390.0,0.0,390.0
2021S051248061205,20.0,335.0,70.0,23.3,65.0,265.0,65.0,35.0,5.0,395.0,5.0,400.0
2021S051248061206,15.0,355.0,90.0,8.3,45.0,215.0,45.0,25.0,5.0,320.0,0.0,320.0
2021S051248061207,15.0,325.0,95.0,16.3,45.0,250.0,45.0,15.0,5.0,365.0,5.0,360.0
