REF_AREA,Total_age_0_4,Visible_Minority_Total,Visible_Minority,Unemployment_rate,Total_age_65_older,Total_LIM_18_64,Total_LIM_65_over,LIM_18_64,LIM_65_over,Language_Total,Language_NO_Eng_Fr,Total_age
2021S051248062742,65.0,1435.0,305.0,22.0,315.0,820.0,315.0,85.0,40.0,1430.0,15.0,1430.0
2021S051248062743,55.0,540.0,100.0,3.4,45.0,335.0,45.0,15.0,5.0,510.0,5.0,510.0
2021S051248062749,30.0,670.0,100.0,14.1,140.0,370.0,140.0,15.0,45.0,615.0,5.0,615.0
2021S051248062750,45.0,620.0,115.0,10.4,60.0,415.0,60.0,30.0,5.0,615.0,10.0,615.0
2021S051248062751,10.0,345.0,95.0,10.5,15.0,360.0,15.0,80.0,0.0,390.0,0.0,390.0
2021S051248062753,10.0,420.0,150.0,18.0,25.0,360.0,25.0,75.0,0.0,400.0,0.0,395.0
2021S051248062755,15.0,445.0,155.0,14.7,30.0,450.0,30.0,60.0,5.0,505.0,5.0,505.0
2021S051248062757,25.0,525.0,135.0,3.4,90.0,325.0,90.0,25.0,10.0,480.0,5.0,480.0
2021S051248062759,5.0,365.0,105.0,15.6,20.0,335.0,25.0,50.0,10.0,390.0,0.0,390.0
2021S051248062760,20.0,545.0,125.0,12.3,110.0,295.0,110.0,15.0,5.0,510.0,0.0,510.0
2021S051248062762,15.0,585.0,125.0,14.0,65.0,505.0,65.0,60.0,25.0,610.0,5.0,610.0
2021S051248062763,30.0,895.0,225.0,14.0,70.0,675.0,70.0,110.0,5.0,820.0,5.0,825.0
2021S051248062765,5.0,300.0,50.0,7.7,65.0,235.0,65.0,30.0,5.0,335.0,0.0,340.0
2021S051248062766,20.0,755.0,120.0,9.6,65.0,560.0,70.0,75.0,10.0,690.0,0.0,690.0
2021S051248062768,0.0,120.0,30.0,8.0,5.0,,,,,110.0,0.0,145.0
2021S051248062769,25.0,935.0,360.0,11.7,60.0,870.0,60.0,100.0,15.0,980.0,10.0,980.0
2021S051248062771,20.0,460.0,130.0,8.3,70.0,260.0,70.0,15.0,5.0,430.0,0.0,425.0
2021S051248062772,55.0,930.0,250.0,6.6,90.0,680.0,90.0,95.0,15.0,925.0,5.0,920.0
2021S051248062773,25.0,405.0,80.0,5.6,35.0,305.0,40.0,35.0,5.0,430.0,10.0,425.0
2021S051248062775,30.0,420.0,150.0,28.3,25.0,275.0,25.0,40.0,5.0,365.0,5.0,370.0
2021S051248062777,50.0,840.0,380.0,18.9,50.0,630.0,50.0,125.0,5.0,810.0,10.0,810.0
2021S051248062779,55.0,955.0,270.0,21.0,75.0,750.0,75.0,85.0,10.0,1015.0,10.0,1020.0
2021S051248062781,15.0,690.0,175.0,11.5,205.0,445.0,205.0,70.0,35.0,720.0,5.0,725.0
2021S051248062782,25.0,670.0,95.0,10.5,195.0,335.0,195.0,10.0,10.0,670.0,5.0,675.0
2021S051248062784,45.0,1205.0,245.0,14.8,370.0,650.0,365.0,80.0,55.0,1185.0,5.0,1190.0
2021S051248062785,15.0,610.0,200.0,10.2,155.0,285.0,150.0,15.0,5.0,565.0,5.0,565.0
2021S051248062786,5.0,,,,10.0,,,,,340.0,0.0,345.0
2021S051248062787,15.0,330.0,130.0,14.8,90.0,200.0,95.0,10.0,0.0,350.0,5.0,350.0
2021S051248062789,30.0,605.0,205.0,15.9,85.0,415.0,85.0,25.0,10.0,615.0,20.0,615.0
2021S051248062790,55.0,1320.0,580.0,10.5,170.0,820.0,170.0,45.0,15.0,1265.0,85.0,1265.0
2021S051248062791,35.0,615.0,195.0,18.8,110.0,415.0,110.0,20.0,10.0,660.0,10.0,655.0
2021S051248062792,5.0,280.0,95.0,17.9,265.0,180.0,70.0,20.0,10.0,365.0,5.0,475.0
2021S051248062793,,,,,,,,,,,,
2021S051248062794,40.0,860.0,465.0,12.3,60.0,545.0,60.0,20.0,0.0,795.0,15.0,795.0
